NAICS,INJURY_CAUSE_CD,INJURY_NATURE_CD,median_amount_paid
441110,31,7,1126.28
441110,31,10,605.805
441110,31,13,405.33
441110,31,16,8010.04
441110,31,28,2001.55
441110,31,34,4576.67
441110,31,37,907.45
441110,31,40,885.95
441110,31,43,456.27
441110,31,49,486.885
441110,31,52,1070.66
441110,31,53,316.49
441110,31,59,692.84
441110,31,90,5284.04
441110,31,91,13729.69
441110,32,1,291.43
441110,32,7,2237.35
441110,32,10,1130.855
441110,32,16,12759.36
441110,32,28,3026.225
441110,32,37,1605.83
441110,32,40,988.47
441110,32,49,1536.87
441110,32,52,2676.29
441110,32,59,1712.56
441110,32,80,1024.17
441110,32,90,1403.38
441110,33,10,1552.18
441110,33,16,16636.13
441110,33,28,2420.87
441110,33,37,3842.39
441110,33,40,2460.32
441110,33,49,620.945
441110,33,52,7407.24
441110,33,59,3558.98
441110,33,90,13979.425
441110,45,1,986.47
441110,45,7,2153.65
441110,45,10,1536.32
441110,45,28,48571.19
441110,45,49,5277.395
441110,45,52,2052.05
441110,45,59,1129.03
441110,45,80,3026.38
441110,45,90,18888.03
441110,46,1,328.69
441110,46,10,1079.3
441110,46,37,725.05
441110,46,43,4140.85
441110,46,52,702.73
441110,46,59,5106.66
441110,46,90,1091.6
441110,50,7,2395.265
441110,50,10,723.13
441110,50,13,549.52
441110,50,16,3713.08
441110,50,28,1050
441110,50,40,875.195
441110,50,49,3140.86
441110,50,52,2277.18
441110,50,59,2744.54
441110,50,90,22691.77
441110,52,52,500.86
441110,53,10,6626.29
441110,53,16,5280.09
441110,53,28,2580.02
441110,53,34,7074.56
441110,53,37,4417.43
441110,53,49,1569.68
441110,53,52,2280.68
441110,54,16,1365.62
441110,54,49,366.26
441110,54,52,4057.645
441110,55,46,94.53
441110,55,49,21231.59
441110,55,52,1992.02
441110,56,34,4422.42
441110,56,37,4227.61
441110,56,46,663.21
441110,56,49,781.8
441110,56,52,1558.72
441110,56,59,1734.65
441110,57,10,198.42
441110,57,16,30216.74
441110,57,28,629.33
441110,57,34,4400.045
441110,57,37,1530.125
441110,57,40,353.09
441110,57,46,12614.315
441110,57,49,2044.5
441110,57,52,1707.72
441110,57,59,7424.995
441110,58,10,378.02
441110,58,16,1267.65
441110,58,34,7841.58
441110,58,49,2324.29
441110,58,52,3199.48
441110,59,7,1417.52
441110,59,10,268.46
441110,59,16,2313.16
441110,59,25,589
441110,59,37,1202.91
441110,59,40,316.95
441110,59,49,841.79
441110,59,52,1762.19
441110,59,59,9413.29
441110,60,10,89.77
441110,60,16,8121.285
441110,60,34,4943.835
441110,60,37,1615.62
441110,60,40,522.62
441110,60,49,1520.27
441110,60,52,1660.67
441110,60,59,378.25
441110,60,78,1616.38
441110,60,90,3457.215
441110,61,49,2308.98
441110,65,10,709.915
441110,65,40,265.78
441110,65,59,82.16
441110,66,7,62375.02
441110,66,10,894.585
441110,66,28,2987.695
441110,66,40,8930.21
441110,66,49,325.28
441110,66,52,287.32
441110,67,37,1349.93
441110,68,1,66229.56
441110,68,7,666.965
441110,68,10,760.92
441110,68,28,1288.32
441110,68,37,418.66
441110,68,40,391.12
441110,68,46,168.43
441110,68,49,571.895
441110,68,52,1909.905
441110,68,59,145.695
441110,68,90,472.665
441110,69,40,11702.39
441110,69,43,248.11
441110,70,1,1115.41
441110,70,10,376.055
441110,70,28,987.82
441110,70,40,288.37
441110,70,43,208.39
441110,70,49,1047.45
441110,70,59,1411.77
441110,70,90,529.34
441110,74,7,80.925
441110,74,10,605.34
441110,74,28,795.19
441110,74,49,1383.55
441110,75,7,1624.995
441110,75,10,498.265
441110,75,13,896.305
441110,75,25,115.14
441110,75,28,678.71
441110,75,34,260.5
441110,75,37,235.29
441110,75,40,531.39
441110,75,43,1100.56
441110,75,49,914.15
441110,75,52,588.66
441110,75,58,236.71
441110,75,59,3696.76
441110,75,90,1591.64
441110,76,7,3454.36
441110,76,10,398.905
441110,76,13,673.84
441110,76,25,394.04
441110,76,28,1418.59
441110,76,37,317.68
441110,76,40,430.32
441110,76,43,496.35
441110,76,52,1053.435
441110,77,7,1032.01
441110,77,10,1656.955
441110,77,13,2178.82
441110,77,28,4403.335
441110,77,40,735.9
441110,77,49,11541.64
441110,77,52,2088.02
441110,77,59,8029.005
441110,77,90,788.75
441110,78,2,4229.29
441110,78,10,1273.08
441110,78,59,3228.51
441110,79,7,4148.48
441110,79,10,258.06
441110,79,13,1395.865
441110,79,25,204.29
441110,79,28,1098.6
441110,79,40,471.98
441110,79,43,729.53
441110,79,49,1916.265
441110,79,52,10743.385
441110,79,59,9777.54
441110,79,90,813.71
441110,80,10,637.53
441110,80,28,989.14
441110,81,7,429.09
441110,81,10,366.92
441110,81,13,6234.91
441110,81,25,279.36
441110,81,28,774.36
441110,81,37,346.8
441110,81,40,335.195
441110,81,43,15712.61
441110,81,49,6606.745
441110,81,52,3016.205
441110,81,59,730.23
441110,82,1,96.745
441110,82,42,1059.57
441110,82,59,1841.795
441110,82,65,20017.88
441110,82,68,647.425
441110,84,4,613.62
441110,84,49,593.3
441110,85,37,240.7
441110,85,40,193
441110,85,43,309.56
441110,85,59,76
441110,86,28,4199.64
441110,87,1,297.28
441110,87,10,247.385
441110,87,25,225.7
441110,87,37,440.5
441110,87,40,250.39
441110,87,58,283.37
441110,87,59,207.39
441110,89,7,593.81
441110,90,25,363.2
441110,90,36,2706.91
441110,90,53,11618.25
441110,94,37,257.46
441110,94,52,668.36
441110,94,78,226.04
441110,95,25,437.71
441110,95,37,412.085
441110,97,34,6195.85
441110,97,37,10027.42
441110,97,52,5060.685
441110,97,59,3867.75
441110,97,78,3519.82
441110,98,28,1605.71
441110,98,52,5282.42
441110,98,59,17434.055
441110,99,1,327.72
441110,99,7,2339.46
441110,99,10,3544.54
441110,99,13,553.44
441110,99,25,203.89
441110,99,28,3597.18
441110,99,34,7260.56
441110,99,40,694.78
441110,99,49,877.885
441110,99,52,1237.83
441110,99,53,5544.28
441110,99,58,352.78
441110,99,59,261.155
441110,99,80,7762.575
441120,1,4,186.92
441120,4,4,329.92
441120,9,4,374.3
441120,10,13,8925.27
441120,10,47,13213.37
441120,10,59,41653.85
441120,10,90,2012.26
441120,12,10,612.425
441120,12,13,4822.52
441120,13,10,343.54
441120,13,49,3565.32
441120,13,59,37262.06
441120,15,40,265.51
441120,16,40,427.7
441120,16,59,409.31
441120,17,40,302.855
441120,17,52,401.275
441120,18,40,547.63
441120,19,10,248.94
441120,19,40,396.53
441120,19,43,4935.41
441120,25,28,1095.45
441120,25,52,44299.38
441120,26,49,820.44
441120,27,10,1024.585
441120,27,49,848.64
441120,27,52,349.03
441120,29,7,903.69
441120,29,10,544.92
441120,29,28,1049.48
441120,29,37,1744.71
441120,29,49,17945.82
441120,29,52,32171.8
441120,29,59,17270.94
441120,29,90,15410.83
441120,30,16,327.56
441120,30,49,279.45
441120,30,52,21267.78
441120,31,10,632.43
441120,31,28,22692.63
441120,31,49,571.34
441120,31,52,952.41
441120,32,7,1774.34
441120,32,10,2536.41
441120,32,28,6803.61
441120,32,37,871.27
441120,32,49,303.23
441120,32,59,95.09
441120,32,90,101.38
441120,33,49,1503.835
441120,45,7,4209.25
441120,45,10,746.95
441120,45,49,36384.94
441120,45,52,8512.1
441120,46,49,1107.07
441120,46,52,4821.58
441120,48,90,80040.14
441120,50,10,16660.385
441120,50,28,34691.37
441120,50,49,1043.11
441120,50,52,1053.56
441120,50,59,307.93
441120,50,90,10145.82
441120,53,49,9871.43
441120,53,52,1816.36
441120,55,52,14570.6
441120,56,34,9953.49
441120,56,52,2400.47
441120,57,52,689.705
441120,57,59,493.56
441120,58,52,1195.35
441120,59,52,3423.54
441120,60,34,2297.01
441120,60,49,1883.605
441120,60,52,1200.44
441120,60,59,100.31
441120,66,28,530.42
441120,67,59,3707.34
441120,68,7,1493.85
441120,68,10,456.53
441120,68,40,820.325
441120,70,10,965.415
441120,70,40,417.055
441120,70,49,6753.36
441120,70,59,25231.14
441120,75,7,1377.96
441120,75,10,316.62
441120,75,13,1069.64
441120,75,25,158.385
441120,75,40,2215.28
441120,75,59,297.6
441120,76,4,307.3
441120,76,10,237.46
441120,76,25,8937.53
441120,76,28,361.96
441120,76,40,476.74
441120,76,52,573.41
441120,77,37,75377.65
441120,79,10,6282.035
441120,79,28,931.04
441120,81,10,112.9
441120,81,25,233.55
441120,81,40,180.45
441120,81,59,139
441120,82,59,960.77
441120,82,68,290.48
441120,85,43,462.7
441120,87,10,289.375
441120,87,25,258.55
441120,87,37,434.795
441120,87,40,1236.2
441120,87,59,415.44
441120,99,28,25537.63
441120,99,52,6309.81
441120,99,65,2507.94
441210,1,4,917.92
441210,12,28,1300.52
441210,12,40,482.04
441210,13,13,1818.33
441210,13,28,1220.98
441210,13,59,503.72
441210,16,40,1051.07
441210,17,40,346.72
441210,18,43,21.13
441210,19,40,233.26
441210,25,10,32894.195
441210,25,16,1440.26
441210,25,28,2417.34
441210,25,52,10845.57
441210,26,40,853.95
441210,29,7,12241.11
441210,29,10,662.05
441210,29,40,397.77
441210,29,49,197.935
441210,29,52,8245.87
441210,30,52,99.745
441210,31,10,3141.075
441210,31,28,498.13
441210,31,52,48009.8
441210,32,10,5369.16
441210,32,28,4392.2
441210,33,49,101.65
441210,33,52,237.07
441210,45,59,147.03
441210,56,46,20060.86
441210,56,49,784.83
441210,56,52,1711.04
441210,57,52,8006.425
441210,59,52,2070.11
441210,60,49,257.77
441210,60,52,3012.56
441210,66,10,628.18
441210,68,10,607.16
441210,68,40,226.48
441210,68,49,72.53
441210,70,10,660.64
441210,75,10,659.65
441210,75,13,14248.11
441210,81,40,193
441210,81,59,312.34
441210,82,59,535.38
441210,85,42,1300.33
441210,87,25,547.455
441210,97,49,678
441210,97,52,21427.48
441210,97,59,1638.47
441210,99,25,84.74
441210,99,37,162.25
441222,13,28,1467.79
441222,13,49,229.97
441222,19,36,2509.94
441222,19,43,258.46
441222,26,28,18931.42
441222,29,10,1983.885
441222,31,49,27111.54
441222,56,34,13793.15
441222,56,49,13519.96
441222,56,52,17422.17
441222,81,10,911.78
441222,81,59,1226.83
441222,85,37,446.83
441228,10,40,336.08
441228,12,10,7033.26
441228,12,28,2283.23
441228,12,40,1809.52
441228,13,13,6523.76
441228,16,40,549.78
441228,17,40,353.1
441228,18,40,330.405
441228,18,43,201.23
441228,19,40,486.37
441228,19,52,5327.91
441228,25,28,1061.81
441228,29,10,9276.47
441228,29,49,779.78
441228,29,52,257.03
441228,29,59,1363.71
441228,31,49,1844.87
441228,32,7,18357.17
441228,32,52,1994.74
441228,33,10,345.46
441228,45,10,195.8
441228,45,52,1577
441228,48,10,2876.53
441228,48,49,1296.66
441228,48,52,5203.545
441228,48,59,975.43
441228,50,10,182.21
441228,50,28,17798.385
441228,50,59,18467.12
441228,53,52,18967.19
441228,55,59,195.49
441228,56,46,5146.27
441228,56,52,3455.255
441228,57,49,5905.195
441228,57,52,4144.99
441228,59,52,355.41
441228,60,49,277.02
441228,60,52,288.43
441228,66,59,50873.19
441228,68,10,183.09
441228,68,40,748.36
441228,68,52,1923.61
441228,74,10,911.5
441228,75,10,634.745
441228,75,13,5309.63
441228,75,28,628.9
441228,75,40,1110.33
441228,76,10,384.03
441228,76,28,1444.4
441228,76,40,1561.21
441228,76,43,320.39
441228,79,10,157.45
441228,81,10,210.64
441228,87,25,533.35
441228,99,1,179.4
441228,99,10,264.37
441228,99,52,1982.97
441228,99,59,789.98
441310,1,59,259.9
441310,2,4,317.145
441310,4,4,69498.9
441310,6,42,2820.9
441310,6,59,359.54
441310,7,4,304.49
441310,10,2,4874.26
441310,10,10,210.03
441310,10,13,299.93
441310,10,28,307.57
441310,10,40,582.56
441310,10,59,1035.56
441310,10,90,4370.61
441310,12,10,383.21
441310,12,13,738.57
441310,12,25,471.46
441310,12,28,1007.17
441310,12,40,670.72
441310,12,52,134.78
441310,12,59,2459.49
441310,12,90,452
441310,13,2,3200.61
441310,13,10,356.6
441310,13,13,2137.135
441310,13,28,803.2
441310,13,40,506.43
441310,13,49,13286.04
441310,13,52,287.92
441310,13,59,1493.1
441310,13,90,2114.65
441310,15,40,131.15
441310,16,10,1029.15
441310,16,40,518.91
441310,16,43,2728.29
441310,17,40,424.36
441310,17,43,271.68
441310,18,25,58.29
441310,18,40,300.175
441310,18,43,292.18
441310,19,40,341.04
441310,19,43,381.51
441310,25,10,11682.455
441310,25,28,27592.34
441310,25,40,5944.215
441310,25,49,656.91
441310,25,52,4845.21
441310,25,59,1225.5
441310,25,90,53804.44
441310,26,10,768.71
441310,26,16,355.37
441310,26,28,2004.3
441310,26,40,3342.12
441310,26,52,4720.21
441310,26,90,2118.95
441310,27,10,176.33
441310,27,28,845.31
441310,27,40,1162.13
441310,27,52,933.04
441310,27,59,903.27
441310,28,49,1924.5
441310,28,59,1464.74
441310,29,10,1605.345
441310,29,28,8508.595
441310,29,37,459.35
441310,29,40,788.06
441310,29,46,2548.72
441310,29,49,213.84
441310,29,52,1044.63
441310,29,59,13808.685
441310,30,46,19488.43
441310,30,49,722.45
441310,30,52,285.115
441310,31,10,1516.73
441310,31,28,26402.27
441310,31,40,990.825
441310,31,49,3324.98
441310,31,52,1252.92
441310,31,59,286.14
441310,31,90,1408.255
441310,32,10,1418.23
441310,32,28,7890.835
441310,32,37,332.655
441310,32,40,3721.18
441310,32,49,2970.88
441310,32,52,996.19
441310,32,59,295.37
441310,32,90,8977.37
441310,33,10,1761.36
441310,33,49,752.79
441310,33,59,305.6
441310,45,7,1903.615
441310,45,10,1465.06
441310,45,28,45698.28
441310,45,40,9665.58
441310,45,49,317.07
441310,45,52,4429.885
441310,45,59,16858.88
441310,45,80,4476.46
441310,45,90,7665.5
441310,46,10,468.71
441310,46,28,30656.46
441310,46,52,21903.83
441310,50,4,2827.39
441310,50,10,2719.8
441310,50,13,6313.15
441310,50,37,3247.43
441310,50,52,1778.76
441310,50,59,2261.62
441310,50,90,989.25
441310,53,28,1964.09
441310,53,37,222.63
441310,53,49,244.03
441310,53,52,1305.42
441310,54,49,584.59
441310,55,37,5700.13
441310,55,49,1192
441310,55,52,1225.175
441310,56,10,339.23
441310,56,16,29899.3
441310,56,28,505.98
441310,56,34,9214.08
441310,56,37,970.23
441310,56,40,85
441310,56,46,785.28
441310,56,49,3621.59
441310,56,52,1754.87
441310,56,59,3051.26
441310,56,80,6058.015
441310,57,34,7229.315
441310,57,40,548.85
441310,57,49,945.495
441310,57,52,2901.71
441310,57,59,411.3
441310,57,71,571.625
441310,58,52,1413.92
441310,59,49,245.01
441310,59,52,2731.48
441310,60,10,2017.4
441310,60,28,2167.48
441310,60,37,136.16
441310,60,49,1681.26
441310,60,52,1244.12
441310,60,59,957.89
441310,60,90,5705.54
441310,66,13,1921.54
441310,66,59,612.47
441310,66,90,94.43
441310,67,25,291.07
441310,67,40,1824.2
441310,68,10,214.13
441310,68,28,1867.36
441310,68,37,7635.61
441310,68,40,361.255
441310,68,59,473.285
441310,68,90,1526.12
441310,69,40,797.175
441310,69,43,721.99
441310,69,59,193.98
441310,70,10,387.735
441310,70,28,441.55
441310,70,49,192.6
441310,70,59,3331.74
441310,70,90,479.01
441310,74,10,42.42
441310,75,10,261.19
441310,75,13,389.79
441310,75,25,270.325
441310,75,28,731.78
441310,75,37,434.235
441310,75,40,589.97
441310,75,43,142.35
441310,75,52,175.69
441310,75,59,359.19
441310,75,90,412.71
441310,76,10,325.24
441310,76,13,490.35
441310,76,28,1921.71
441310,76,40,262.63
441310,76,43,206.63
441310,76,59,3637.66
441310,76,90,411.68
441310,77,10,10003.64
441310,77,52,767.1
441310,77,59,342.46
441310,79,4,82.63
441310,79,7,53.76
441310,79,10,684.74
441310,79,13,317.73
441310,79,28,506.22
441310,79,36,518.11
441310,79,37,800.71
441310,79,40,325.15
441310,79,49,17740.99
441310,79,52,730.865
441310,79,59,649.25
441310,79,90,562.69
441310,81,4,554.83
441310,81,10,1032.555
441310,81,28,350.005
441310,81,37,134.95
441310,81,40,655.3
441310,81,52,306.82
441310,81,59,236.29
441310,81,90,1456.93
441310,84,4,110.12
441310,85,43,102.1
441310,87,25,297.87
441310,87,58,211.22
441310,87,59,450.83
441310,89,90,789.59
441310,90,59,835.3
441310,97,52,1224.765
441310,97,59,186.81
441310,97,80,70849.97
441310,98,4,80.51
441310,99,10,3923.57
441310,99,28,1795.66
441310,99,31,8181.71
441310,99,34,10194.715
441310,99,36,145.37
441310,99,52,2128.465
441310,99,59,287.785
441320,1,4,429.135
441320,2,4,206.19
441320,5,4,574.28
441320,7,59,252.96
441320,10,2,3170.72
441320,10,10,268.425
441320,10,13,770.195
441320,10,28,606.88
441320,10,40,1486.045
441320,10,90,256.5
441320,12,10,1336.58
441320,12,13,313.065
441320,12,28,489.33
441320,12,37,840.52
441320,12,40,268.25
441320,13,10,239.94
441320,13,13,4766
441320,13,28,914.205
441320,13,31,447.34
441320,13,40,558.05
441320,13,52,173.96
441320,13,59,609.26
441320,15,10,991.84
441320,15,40,400.93
441320,16,40,519.93
441320,16,43,550
441320,17,10,419.37
441320,17,25,616
441320,17,40,532.88
441320,17,59,266.19
441320,18,13,3680.37
441320,18,40,882.47
441320,19,40,377.98
441320,19,43,425.63
441320,19,59,948.59
441320,25,7,740.125
441320,25,10,577.38
441320,25,28,5847.34
441320,25,52,6052.53
441320,26,16,18394.86
441320,26,28,40982.105
441320,26,49,313.5
441320,26,59,7019.9
441320,27,10,984.57
441320,27,49,369.65
441320,27,52,5038.76
441320,29,7,4943.04
441320,29,10,2686.44
441320,29,16,809.96
441320,29,28,2166.685
441320,29,40,503.505
441320,29,49,3363.185
441320,29,52,1389.24
441320,30,28,7000.93
441320,30,49,2112.915
441320,31,7,35109.625
441320,31,10,672.77
441320,31,16,1508.3
441320,31,28,17536.435
441320,31,40,1605.75
441320,31,49,1031.65
441320,31,52,4636.26
441320,31,59,574.73
441320,31,90,513.91
441320,32,10,20063.055
441320,32,28,419.81
441320,32,52,2979.91
441320,33,28,1990.81
441320,33,49,1332.24
441320,45,37,27440.24
441320,45,49,36639.21
441320,45,52,2217.6
441320,45,90,12880.73
441320,46,7,13964.59
441320,46,49,12935.7
441320,50,10,154.96
441320,50,28,225
441320,50,52,1451.375
441320,50,59,16160.46
441320,53,10,57153.65
441320,53,49,924.67
441320,53,52,1131.78
441320,54,49,13361.14
441320,55,52,2213.695
441320,56,34,5744.6
441320,56,37,3911.42
441320,56,46,12972.06
441320,56,49,3068.89
441320,56,52,1135.78
441320,56,59,1271.8
441320,56,78,1005.22
441320,57,49,4674.335
441320,57,52,1210.415
441320,57,59,30275.3
441320,58,49,7595.33
441320,58,52,4692.04
441320,59,52,980.915
441320,59,59,518.89
441320,60,10,194.48
441320,60,28,599.875
441320,60,49,1323.6
441320,60,52,2368.84
441320,60,59,826.57
441320,61,52,1338.48
441320,65,40,1556.7
441320,66,7,1517.81
441320,66,10,1315.59
441320,66,28,269.65
441320,66,40,252.13
441320,66,90,107.63
441320,68,7,525.715
441320,68,10,389.34
441320,68,37,923.77
441320,68,40,356
441320,68,43,278.89
441320,68,52,255.355
441320,68,90,1000.83
441320,69,40,728.035
441320,70,7,14230.87
441320,70,10,526.185
441320,70,13,18.54
441320,70,40,104.92
441320,70,52,9727.035
441320,74,10,742.83
441320,75,7,9771.4
441320,75,10,1293.92
441320,75,13,9.58
441320,75,25,549.495
441320,75,28,380.465
441320,75,40,295.4
441320,75,52,1656.915
441320,75,59,301.36
441320,75,90,1168.92
441320,76,7,3432.605
441320,76,10,692.96
441320,76,25,679.26
441320,76,28,351.045
441320,76,40,300.14
441320,76,52,9143.975
441320,76,59,1890
441320,77,10,970.45
441320,77,28,1389.44
441320,77,52,13279.27
441320,78,40,11547.65
441320,79,10,514.42
441320,79,25,235.14
441320,79,28,578.92
441320,79,37,1601.81
441320,79,40,534.89
441320,79,43,264.1
441320,79,49,1017.3
441320,79,52,367.26
441320,79,59,2551.83
441320,79,90,730.975
441320,80,10,1799.1
441320,81,10,541.56
441320,81,25,236.485
441320,81,28,3642.27
441320,81,40,657.52
441320,81,43,407.86
441320,81,49,117.22
441320,81,59,452.85
441320,81,90,973.075
441320,86,10,1207.355
441320,87,4,161.8
441320,87,25,398.52
441320,87,37,740.84
441320,87,40,431.2
441320,90,90,545.35
441320,97,52,392.865
441320,98,37,2264.65
441320,99,1,434.13
441320,99,10,14640.7
441320,99,25,19396.115
441320,99,31,157.23
441320,99,52,2551.48
441320,99,59,1028.93
442110,2,4,932.155
442110,5,4,269.91
442110,10,10,1889.47
442110,12,10,251.09
442110,12,28,788.05
442110,12,37,2551.65
442110,13,10,160.11
442110,13,28,417.485
442110,13,49,352.67
442110,15,40,495.71
442110,16,40,384.02
442110,17,10,395.8
442110,17,40,179.93
442110,17,43,410.91
442110,17,59,1240
442110,18,40,1471.13
442110,18,43,599.205
442110,19,40,388.53
442110,19,43,110.08
442110,19,59,122.01
442110,25,7,425.54
442110,25,10,789.53
442110,25,28,27552.42
442110,25,49,837.49
442110,25,52,16041.44
442110,25,90,7440.7
442110,26,10,1359.13
442110,27,10,22.8
442110,27,40,324.66
442110,27,49,5289.74
442110,27,52,179.49
442110,28,49,978.01
442110,28,52,217.92
442110,29,7,923.23
442110,29,10,587.17
442110,29,28,9660.81
442110,29,37,219.24
442110,29,40,1700.67
442110,29,49,825.05
442110,29,52,594
442110,29,59,928.23
442110,29,90,188.95
442110,30,10,375.15
442110,30,49,2763.135
442110,30,52,600.4
442110,31,7,4155.185
442110,31,10,233.28
442110,31,28,410.67
442110,31,37,302.75
442110,31,40,375.55
442110,31,49,1160.8
442110,31,52,2933.685
442110,31,59,4688.43
442110,31,90,8161.425
442110,32,7,10067.62
442110,32,10,2128.3
442110,32,28,487.74
442110,32,49,31544.54
442110,32,52,18465.64
442110,32,90,1101.635
442110,33,16,13194.16
442110,33,49,2104.095
442110,33,52,2877.96
442110,33,59,3969.82
442110,45,40,1010.29
442110,45,59,1249.92
442110,48,40,667.14
442110,50,10,25435.27
442110,53,10,7004.57
442110,53,49,3345.17
442110,53,52,706.5
442110,54,52,340.82
442110,55,37,168.65
442110,55,49,20211.57
442110,55,52,1349.87
442110,55,59,25440.02
442110,56,10,247.41
442110,56,34,7514.76
442110,56,40,307.04
442110,56,49,758.62
442110,56,52,679.44
442110,56,53,3093.01
442110,56,59,800.97
442110,57,49,904.52
442110,57,52,777.895
442110,57,59,15511.62
442110,58,49,19442.48
442110,58,52,417.39
442110,59,10,385.56
442110,59,43,204.51
442110,59,52,1922.62
442110,60,10,152.86
442110,60,16,22687.72
442110,60,28,25745.995
442110,60,34,5221.6
442110,60,37,269.82
442110,60,49,1076.3
442110,60,52,361.62
442110,60,68,188
442110,61,52,1027.47
442110,66,7,1117.14
442110,66,10,167.96
442110,66,40,335.27
442110,66,49,699.96
442110,66,52,947.2
442110,68,7,595.36
442110,68,10,268.53
442110,68,28,1710.78
442110,68,40,633.6
442110,68,49,768.86
442110,68,52,12740.27
442110,69,37,38.85
442110,69,40,5432.07
442110,69,43,264.51
442110,70,7,250.64
442110,70,10,305.76
442110,70,28,1370.65
442110,70,40,160.95
442110,70,49,603.39
442110,74,10,715.43
442110,75,7,9373.21
442110,75,10,298.69
442110,75,13,1044.85
442110,75,28,1123.29
442110,75,40,319.605
442110,75,43,1034.55
442110,75,49,3455.765
442110,75,52,716.82
442110,77,10,2253.38
442110,77,49,1614.71
442110,77,90,36929.02
442110,79,10,234.765
442110,79,28,13709.815
442110,79,37,306.79
442110,79,40,112.04
442110,79,49,380.5
442110,79,52,807.295
442110,79,90,3161.67
442110,80,10,352.97
442110,80,40,85.92
442110,81,10,441.035
442110,81,40,393.49
442110,81,49,16335.655
442110,81,52,325.79
442110,81,59,112.1
442110,82,25,85.78
442110,82,65,2172.71
442110,82,68,118.15
442110,85,36,323.66
442110,85,37,148.79
442110,87,25,285.32
442110,89,10,0
442110,89,40,1046.55
442110,90,59,72.15
442110,90,78,8341.23
442110,97,37,183.02
442110,97,52,1571.11
442110,98,1,441.6
442110,98,49,2434.75
442110,99,10,281.27
442110,99,32,5928.02
442110,99,43,112.1
442110,99,49,3884.36
442110,99,52,1494.63
442110,99,59,1352.155
442210,9,10,983.51
442210,9,36,1089.1
442210,12,2,28280.18
442210,12,40,918.67
442210,13,10,23858.8
442210,13,40,680.63
442210,13,49,532.75
442210,16,40,436.485
442210,16,59,221.49
442210,17,40,664.17
442210,18,40,923.695
442210,19,10,720.47
442210,19,40,377.35
442210,19,43,391.53
442210,19,59,710.83
442210,25,10,1881.76
442210,25,90,5370.59
442210,26,28,1615.01
442210,26,49,38812.3
442210,27,49,69029.78
442210,28,49,24824.93
442210,29,1,989.58
442210,29,10,256.53
442210,29,28,967.2
442210,29,49,2316.29
442210,29,52,8484.99
442210,30,49,2585.63
442210,31,10,10579.71
442210,31,28,676.46
442210,31,40,111.22
442210,31,49,1712.62
442210,31,52,143.41
442210,32,10,181.43
442210,32,52,12928.86
442210,33,28,1538.53
442210,33,52,226.43
442210,45,40,267.14
442210,45,52,252.72
442210,45,90,2945.53
442210,46,52,248.13
442210,46,90,2705.46
442210,53,28,3224.93
442210,53,52,1075.45
442210,54,52,22714.22
442210,55,34,8813.09
442210,55,47,11616.19
442210,55,49,790.8
442210,55,52,7305.495
442210,56,49,437.55
442210,56,52,807.33
442210,57,34,8478.53
442210,57,49,348
442210,57,52,2438.005
442210,58,52,6285.815
442210,59,52,2913.22
442210,60,49,2541.86
442210,60,52,2373.56
442210,66,37,13962.12
442210,68,10,441.245
442210,69,36,10843.23
442210,70,10,12298.58
442210,70,49,90.59
442210,74,90,10713.67
442210,75,10,6099.565
442210,75,13,41856.67
442210,75,40,541.905
442210,75,52,1015.94
442210,75,90,238.5
442210,76,28,1137.47
442210,79,10,633.94
442210,79,40,3997.94
442210,79,52,104.425
442210,80,40,447.22
442210,87,25,272.16
442210,90,34,305.66
442210,90,37,235.02
442210,97,37,6717.48
442210,97,52,36947.92
442210,99,7,25513.81
442210,99,40,386.18
442210,99,52,7789.66
442291,19,40,1282.41
442291,25,49,57.24
442291,60,52,12117.12
442291,85,43,180.6
442299,12,10,246.51
442299,12,28,473.56
442299,13,28,4886.54
442299,13,40,227.845
442299,13,52,248.14
442299,15,40,4110.6
442299,16,40,359.23
442299,16,43,179.76
442299,17,40,219.725
442299,18,43,705.26
442299,19,40,445
442299,25,10,1005.7
442299,25,28,5325.89
442299,25,40,346.83
442299,25,49,238.66
442299,25,52,3669.77
442299,26,10,5279.495
442299,26,49,4391.075
442299,26,52,1853.36
442299,29,10,2447.72
442299,29,28,12269.2
442299,29,40,5854.57
442299,29,46,4925.06
442299,29,49,554.61
442299,29,52,335.36
442299,29,53,1195.61
442299,29,59,383.28
442299,30,49,282.36
442299,31,40,3820.17
442299,31,52,96.14
442299,32,28,50198.53
442299,33,40,3645.35
442299,53,52,2399.34
442299,55,49,264.06
442299,55,52,410.06
442299,56,37,807.69
442299,56,49,804.3
442299,56,52,2527.87
442299,56,59,3664.65
442299,58,52,3821.82
442299,60,37,126.01
442299,60,49,401.835
442299,68,10,419.665
442299,68,52,437.47
442299,70,10,325.83
442299,70,40,45.97
442299,70,49,124.96
442299,75,7,12197.26
442299,75,10,762.71
442299,75,13,1627.86
442299,75,16,14308.97
442299,75,28,1257.91
442299,75,37,691.9
442299,75,40,714.82
442299,75,52,510.95
442299,76,10,222.13
442299,76,40,389.86
442299,79,10,226.88
442299,79,28,116.38
442299,79,40,438.39
442299,79,52,1487.8
442299,80,10,8837.21
442299,87,25,109.96
442299,97,52,299.45
442299,99,59,282.79
443141,10,40,375.68
443141,12,13,2691.96
443141,12,28,15205.345
443141,12,40,122.85
443141,12,52,2653.14
